Id_Externo__c,Lote_M2__c,Valor_Total__c,Cuota_Entrada__c,Ubicacion__c,Asesor_Comercial__c,Cuenta__r.Id_Externo__c,Grupo_de_Venta__c,Nombre_del_Proyecto__c,Pagos_Vencidos__c,Modelo_Casa__c,Plantas__c,Categoria_Producto__c,Estado_Contrato__c
d2150358-75c1-4d02-962e-b3631f183c53,173,62500,8750,Quito,Maria Jose,c07331b9-c08d-4774-9120-334dd9b453a3,Equipo 1,Ciudad Celeste,1,Ventto,2,VILLA,ACTIVO
19d8816a-3a30-4643-b288-1e28f7bc2173,60,114734,6884.04,Guayaquil,Miguel Angel,ab39ff4a-04d3-44a2-b6cd-4764ee1f3156,Equipo 1,Ciudad Celeste,0,Notte,3,VILLA,ACTIVO
fc22d8b4-f445-40fd-8e7c-b4329a4be412,158,199577,19957.7,Guayaquil,Maria Fernanda,3e8a7024-788e-47de-80b9-01484d0ee2eb,Equipo 3,Parque Azul,3,Isola,2,DEPARTAMENTO,ACTIVO
aaed7511-44a5-40c7-814b-94fc830c026f,193,83116,4155.8,Cuenca,Maria Fernanda,1284e963-3127-4df4-8d75-f60b1ed2692a,Equipo 1,Playa Arenas,5,Isola,3,DEPARTAMENTO,ACTIVO
4310e28d-2b7b-4c84-bd32-293ecab4a992,97,91243,6387.01,Quito,Carlos,4db9e70f-5366-496d-97bf-b4e908dc6a9e,Equipo 2,Ciudad Celeste,0,Marinella,3,VILLA,ACTIVO
55321122-4638-4629-9943-b634a1129d69,119,144027,10081.89,Naranjito,Carlos,4af7f612-b25e-4a5d-87f2-0fd16052fab6,Equipo 2,Parque Azul,5,Marinella,3,DEPARTAMENTO,ACTIVO
70159d1a-3f4c-40a9-8b88-f44ef7d40cc7,157,221543,17723.44,Quito,Maria Jose,cbd21a30-1b55-428f-81f4-b284a778e29b,Equipo 3,Playa Arenas,1,Notte,2,DEPARTAMENTO,ACTIVO
3a5bc470-bc46-4593-9428-e0fbc0af69e7,93,15701,1727.11,Machala,Carlos,055b9c9c-382b-4ffe-a628-1236c4ad75de,Equipo 2,Ciudad Celeste,3,Spiaggia,3,DEPARTAMENTO,ACTIVO
33b97d2c-b0c1-422b-a5ef-85f293649d76,94,92245,12914.3,Machala,Miguel Angel,60eb25fa-2ae9-4493-9ef5-9de71476884b,Equipo 1,Parque Azul,5,Isola,3,DEPARTAMENTO,ACTIVO
2c793141-fc26-42eb-ab60-e93c7a304d19,110,57897,3473.82,Machala,Maria Fernanda,24d726d3-b5e1-45ba-bea2-ead3f5b58f60,Equipo 1,Ciudad Celeste,5,Isola,3,VILLA,ACTIVO
2fef4de0-02b4-41a0-af46-e3cd8b183c07,134,191493,13404.51,Machala,Carlos,44b27ca5-16db-4bb3-aea1-5a5ef05836a3,Equipo 1,Ciudad Celeste,1,Ventto,2,VILLA,ACTIVO
8a23f653-8752-4b22-bd2c-0032f1cf22fd,63,221920,17753.6,Machala,Maria Jose,26694e2d-c258-45e3-9b5c-bfc1fcb69f57,Equipo 3,Playa Arenas,3,Isola,2,DEPARTAMENTO,ACTIVO
7fad0c89-3cc7-4e72-b626-a670ce3f5718,100,15808,1738.88,Quito,Carlos,90b8716c-da98-487e-9bd4-26b88d4680cf,Equipo 1,Ciudad Celeste,3,Notte,1,VILLA,ACTIVO
01b33dae-ed11-4be1-b439-ccd83d300106,143,189636,13274.52,Santo Domingo,Carlos,cc5ac92c-3f1f-4b15-bac9-4acb9346295c,Equipo 3,Ciudad Celeste,2,Notte,1,VILLA,ACTIVO
fd557980-d89b-4f10-8319-9dfe03218260,113,192676,11560.56,Quito,Carlos,432f5e82-bb81-40f4-b3b7-362b48718c1c,Equipo 2,Parque Azul,3,Ventto,3,DEPARTAMENTO,ACTIVO
f262518f-9e67-4cbd-a547-ec951884f64f,78,65935,5274.8,Quito,Carlos,d614dc8a-4275-43b1-8d5b-4187a75e03ba,Equipo 3,Ciudad Celeste,0,Spiaggia,1,DEPARTAMENTO,ACTIVO
34e72fef-713d-4f17-803d-21e2a13246b7,160,120233,8416.31,Guayaquil,Maria Carmen,ae118991-3555-43e7-a71e-b2670d3be0e6,Equipo 2,Parque Azul,0,Isola,3,VILLA,ACTIVO
8605c6df-2fc5-49b0-a2ee-da4f0e91562a,125,89518,12532.52,Santo Domingo,Maria Jose,af02677c-ac35-4bba-8eb0-19f820ac6582,Equipo 3,Ciudad Celeste,3,Notte,1,VILLA,ACTIVO
ee96621f-11ca-40fb-b7b3-8ac1bc3f93fd,101,198546,25810.98,Guayaquil,Maria Carmen,4fed1972-a5f6-4378-a0ab-bbe34180c227,Equipo 2,Ciudad Celeste,4,Acqua,3,VILLA,ACTIVO
a0c9209f-5751-42f0-8cf4-d797ed98d9d5,159,162473,9748.38,Quito,Miguel Angel,84331286-0b10-46cd-8d27-d4c9ff9d16f8,Equipo 1,Ciudad Celeste,5,Spiaggia,3,VILLA,ACTIVO
c7e48eed-18c4-4024-821e-55d4ba5878e7,140,133143,11982.87,Guayaquil,Maria Carmen,04e01685-9d14-4683-ab18-5bd964d5e971,Equipo 3,Parque Azul,1,Isola,1,VILLA,ACTIVO
b87b6ffc-0582-49f4-8136-a428c481cb66,32,146781,11742.48,Guayaquil,Maria Jose,70cf2ac8-3ef0-48d7-81a4-b4fa19c48fbb,Equipo 3,Parque Azul,3,Ventto,3,DEPARTAMENTO,ACTIVO
1f858003-c5e6-4dcb-94fd-a516f1bcead7,151,119632,7177.92,Machala,Maria Carmen,ddd2b08e-01f3-4a92-865b-55cad894e978,Equipo 1,Ciudad Celeste,0,Notte,1,VILLA,ACTIVO
84ba0380-15ad-43a5-a07d-a614eaa42f19,188,88018,7041.44,Machala,Maria Carmen,b36336cf-c2b9-4fb2-931a-a409385107af,Equipo 2,Playa Arenas,4,Acqua,1,DEPARTAMENTO,ACTIVO
5bf46a59-a964-4f2e-b52b-b01200b03020,128,96220,13470.8,Cuenca,Maria Jose,efc89e2f-fa71-487f-a4ac-5cd9a7f2e621,Equipo 2,Ciudad Celeste,1,Ventto,3,VILLA,ACTIVO
8b66e326-10d7-4d4d-8d0c-8cd504bf61f9,31,18380,1654.2,Machala,Maria Fernanda,bfeecb48-7068-470f-8f63-19ce47a844ca,Equipo 2,Playa Arenas,1,Ventto,3,VILLA,ACTIVO
947d0a14-654f-4bbe-b724-d1b0412fd1c9,181,88652,12411.28,Naranjito,Carlos,f5d65d6e-e8d1-4417-a5c1-61b84a122c63,Equipo 3,Playa Arenas,4,Ventto,2,VILLA,ACTIVO
29a0efa9-de9a-44ab-a8dd-31ad5001a950,57,198579,15886.32,Guayaquil,Maria Carmen,3ef9f0f0-c427-4e17-988b-a2b3a3682e8e,Equipo 2,Playa Arenas,0,Marinella,1,DEPARTAMENTO,ACTIVO
75ca2601-93ff-4177-8fbf-1c606ad2d246,40,168837,23637.18,Machala,Maria Carmen,b7d5596b-e5bf-47ca-82b1-f3bbc2f6e1d7,Equipo 1,Parque Azul,3,Notte,3,DEPARTAMENTO,ACTIVO
7388ee5f-ec40-4f69-8c6c-cca1fe8c897d,83,51663,3616.41,Cuenca,Carlos,bc4f772c-fc56-41ae-9bac-72f674a08f24,Equipo 2,Playa Arenas,0,Notte,3,DEPARTAMENTO,ACTIVO
b477d2ef-c0fd-4cbc-b055-ab3acdad1a5a,121,243661,24366.1,Cuenca,Miguel Angel,92924d48-320c-43be-89b9-b500fa6920f2,Equipo 2,Parque Azul,0,Acqua,3,DEPARTAMENTO,ACTIVO
b9de114d-4535-4e52-84ec-e8f2dd752f5e,159,118648,9491.84,Guayaquil,Miguel Angel,12fbda48-ae98-46c8-889e-484f5283abaf,Equipo 3,Ciudad Celeste,1,Acqua,2,VILLA,ACTIVO
27df4218-4a63-49da-b287-8835f33a7c9d,133,29001,4060.14,Santo Domingo,Miguel Angel,94d928b9-1df7-4f89-a7a4-e17ef9e25cb7,Equipo 3,Ciudad Celeste,0,Notte,2,VILLA,ACTIVO
2bd90211-89f0-4ca5-9d6e-31e4796c6c93,198,230511,11525.55,Quito,Miguel Angel,10962bdb-39c2-4437-bcbd-609a609c0adf,Equipo 1,Parque Azul,4,Notte,2,DEPARTAMENTO,ACTIVO
f5a0194e-e541-4a80-bdfe-cde218bfecf4,115,238896,21500.64,Guayaquil,Maria Jose,dd8532b3-70f1-465b-98ae-e256e7fb0bb7,Equipo 3,Ciudad Celeste,5,Notte,1,VILLA,ACTIVO
bbc8ec4d-25c9-4373-8115-84bd18e0425d,171,188267,11296.02,Cuenca,Maria Carmen,f84ab45a-8e43-498b-a186-aa64a2c9b647,Equipo 1,Parque Azul,0,Spiaggia,2,DEPARTAMENTO,ACTIVO
2f881e8e-ccb4-401d-8e5a-b03dd61ffc70,64,102422,14339.08,Cuenca,Maria Carmen,ad9dfe61-5dd8-48f7-b897-6e2bac498fed,Equipo 1,Playa Arenas,2,Ventto,2,VILLA,ACTIVO
2724137c-0d33-44ba-9840-a255ab353834,112,153001,12240.08,Cuenca,Juan Carlos,f55702c9-855b-4229-b208-891e703afb6a,Equipo 3,Parque Azul,1,Ventto,2,DEPARTAMENTO,ACTIVO
af61475b-fce2-4d03-a8d3-4d53c443fa72,194,46980,6577.2,Santo Domingo,Maria Carmen,6d902d14-bb6b-4f15-a3f5-c7953a7964c5,Equipo 1,Ciudad Celeste,2,Spiaggia,1,VILLA,ACTIVO
0a8846be-4a20-440d-9fc3-63a4a259b64f,144,81294,6503.52,Naranjito,Juan Carlos,328361b6-fccd-4214-a4bf-9c11b0b2699b,Equipo 3,Playa Arenas,2,Notte,1,VILLA,ACTIVO
05458a2f-901d-40b7-bc06-0b0a5faea2a3,130,48802,3416.14,Quito,Carlos,e3043ee3-4b6f-4b64-a91e-c6a16aa830d8,Equipo 1,Playa Arenas,2,Isola,2,DEPARTAMENTO,ACTIVO
50e2e036-2b2c-4239-9ec2-fcaac8c62e1f,167,178544,24996.16,Cuenca,Carlos,88e2a81c-3cd3-4432-b382-ce4103e899e7,Equipo 3,Ciudad Celeste,0,Notte,1,VILLA,ACTIVO
ef9f7f02-b495-436f-89d3-d481e7a1302e,39,166997,21709.61,Santo Domingo,Juan Carlos,b86d6df3-5d73-412a-9c8f-72ceb5692653,Equipo 2,Ciudad Celeste,0,Spiaggia,2,VILLA,ACTIVO
3dac81f4-bb87-4f77-a806-8aef78fa7a89,41,220830,26499.6,Quito,Carlos,89ce00e6-76fd-4c44-bb0f-62ed5ecf8bcc,Equipo 2,Parque Azul,4,Ventto,1,DEPARTAMENTO,ACTIVO
1c287b95-e98a-437a-a537-a72269dcac40,138,95835,8625.15,Machala,Maria Fernanda,f3198118-fd17-4050-ae69-afe07173914e,Equipo 1,Playa Arenas,5,Acqua,1,DEPARTAMENTO,ACTIVO
e6de24da-23e9-4e76-9c3d-dab432c777dc,98,202471,20247.1,Machala,Maria Fernanda,4be10306-f295-4ac0-ae20-170d3474e6d1,Equipo 1,Parque Azul,5,Ventto,1,DEPARTAMENTO,ACTIVO
ef62ae96-8d0c-46c0-8de2-eeef294f9448,90,179741,17974.1,Quito,Maria Fernanda,c8bef393-df02-456e-932b-e5f622a6de91,Equipo 3,Parque Azul,2,Isola,1,VILLA,ACTIVO
aac7b7f3-aa74-45bc-94a1-b635c7e6b378,57,15693,1726.23,Naranjito,Juan Carlos,cd155d18-bc3e-4980-ba8a-34ba0665aeb6,Equipo 2,Parque Azul,3,Marinella,3,DEPARTAMENTO,ACTIVO
61a931e1-0dc1-4a7c-ab6d-40ee2c7ca9a8,36,195578,21513.58,Santo Domingo,Maria Jose,3bbe9991-568c-4896-ae46-e43696711fb6,Equipo 1,Playa Arenas,4,Acqua,1,DEPARTAMENTO,ACTIVO
923302c9-93cc-4c93-ba2c-c82c1e026eff,73,175986,10559.16,Machala,Maria Carmen,ccefa1d1-bbd7-4aeb-b9f8-9b09c01ac7bd,Equipo 2,Playa Arenas,2,Marinella,2,DEPARTAMENTO,ACTIVO
ec5b28a9-5605-454e-99ff-bc77b7bbfcec,156,200548,22060.28,Quito,Maria Carmen,ef9b6b29-2dd9-4fc5-a514-390e3926b178,Equipo 2,Parque Azul,5,Acqua,2,DEPARTAMENTO,ACTIVO
f50c6b22-4b52-4269-92b4-584d85a55dce,175,37606,3384.54,Quito,Juan Carlos,005717cf-145c-492d-9e68-87a91ceee2a7,Equipo 1,Playa Arenas,0,Acqua,2,VILLA,ACTIVO
b0233185-9b25-4c2f-8b11-feaca5eabc48,180,224016,17921.28,Cuenca,Miguel Angel,22986bcc-f58d-4698-aeba-ac5123e52f27,Equipo 1,Parque Azul,5,Acqua,2,VILLA,ACTIVO
78f22de9-37e0-4ab6-8bb7-e3fe97aff7d0,124,208201,16656.08,Machala,Maria Fernanda,1f2e826c-9eee-4bb3-a189-a5deafdb61fd,Equipo 3,Parque Azul,4,Notte,3,DEPARTAMENTO,ACTIVO
357a8218-2faf-411f-be7e-e4f05b91f2db,109,12654,1771.56,Machala,Carlos,049c5ad6-9bf5-4a3e-b060-4e3da76a8846,Equipo 3,Ciudad Celeste,4,Acqua,1,DEPARTAMENTO,ACTIVO
15a2eb51-8958-43c7-a955-eae4da55d8e9,180,199629,17966.61,Naranjito,Miguel Angel,64e37a6d-0f21-42a4-ba6f-1cb863303448,Equipo 1,Parque Azul,1,Isola,3,DEPARTAMENTO,ACTIVO
f8225bc1-f7e0-4cf5-8b5e-636faf1c6300,64,27486,3023.46,Cuenca,Carlos,4c05ae3f-4976-4db3-87b3-cd3eca33f0f9,Equipo 1,Parque Azul,4,Acqua,2,DEPARTAMENTO,ACTIVO
94f92404-d777-4829-8788-bb031c91e274,63,65591,7870.92,Quito,Carlos,bfa42005-7456-4c66-b796-cf5290c616d5,Equipo 1,Playa Arenas,0,Marinella,3,DEPARTAMENTO,ACTIVO
cc81f682-52c6-4f60-b998-231c1276615b,73,12880,1545.6,Santo Domingo,Juan Carlos,872cec3a-06df-4c3a-b3d8-3d76b5aeccb3,Equipo 2,Ciudad Celeste,1,Acqua,2,VILLA,ACTIVO
09336b9b-7293-4f30-ae17-a0d23944494c,122,188206,11292.36,Machala,Maria Fernanda,780216ce-eba1-4f71-9302-caca3a0dd984,Equipo 3,Parque Azul,4,Marinella,2,DEPARTAMENTO,ACTIVO
1fd2e386-fee5-4e26-995a-495aa592beda,147,215353,21535.3,Naranjito,Maria Fernanda,de1744a4-4932-418c-999c-f66508507177,Equipo 3,Parque Azul,5,Marinella,2,VILLA,ACTIVO
4c266438-28f3-46b2-a444-e605043063b6,200,29373,4405.95,Cuenca,Maria Jose,4eb2a6eb-f321-4d84-9279-8ca707bbafc2,Equipo 3,Ciudad Celeste,4,Marinella,2,DEPARTAMENTO,ACTIVO
fd98f3d5-31d2-46e7-a1e5-a850ac64b910,165,24163,2899.56,Santo Domingo,Juan Carlos,ba71afc6-fceb-4886-afb5-1a2c842c38ef,Equipo 3,Playa Arenas,5,Acqua,1,VILLA,ACTIVO
60330c70-ee71-4755-811c-6efecc1af6e7,118,67299,8748.87,Machala,Maria Jose,369e62c7-eb54-4ed0-a659-e37fd18347e4,Equipo 2,Playa Arenas,3,Marinella,2,VILLA,ACTIVO
9ff54a6e-b333-4940-a941-7b716eb1c49c,88,232765,25604.15,Machala,Miguel Angel,34be8394-e5d1-4b8f-b626-c7bca9d1db59,Equipo 3,Playa Arenas,3,Marinella,3,DEPARTAMENTO,ACTIVO
887c088d-e5d2-470b-8258-2d4013afdec2,64,42503,4250.3,Quito,Maria Carmen,87e8ac00-78a5-4d18-92ea-add694f79347,Equipo 3,Ciudad Celeste,2,Marinella,2,VILLA,ACTIVO
ad928387-7734-4584-a3e8-3ce7bee7429e,170,163039,14673.51,Naranjito,Miguel Angel,f6bdee36-2154-4e3e-b462-4f3e99facb72,Equipo 3,Playa Arenas,4,Acqua,1,DEPARTAMENTO,ACTIVO
d9e251c6-0bf9-486d-855f-6e8c10641d34,62,112389,11238.9,Guayaquil,Maria Carmen,79bc03f8-4bef-4b2c-b487-001af9d36be2,Equipo 3,Parque Azul,0,Ventto,1,DEPARTAMENTO,ACTIVO
a878fe4b-c2d9-42a0-b1ee-445d6ed3218a,111,94803,7584.24,Naranjito,Carlos,4aede48f-a8af-4532-8e5e-015f59fbc8df,Equipo 2,Parque Azul,4,Marinella,2,VILLA,ACTIVO
784ade17-fbb7-4c98-850c-e10d864d6b7d,191,146494,13184.46,Machala,Juan Carlos,827e34f9-758a-46db-a274-9bb70bf806f1,Equipo 3,Parque Azul,0,Spiaggia,2,DEPARTAMENTO,ACTIVO
06ed7ba2-54bb-4679-b82c-08a23015ca73,53,195316,13672.12,Santo Domingo,Maria Fernanda,38df4184-bb98-4ecd-84a2-8cf049f8e2bf,Equipo 1,Playa Arenas,5,Notte,2,DEPARTAMENTO,ACTIVO
c743347f-7629-4aa2-9ea0-fcc59e2baf4b,90,69496,6949.6,Guayaquil,Maria Carmen,daa8cc80-d4b9-4f10-9e35-9aa00f177334,Equipo 1,Parque Azul,0,Spiaggia,3,VILLA,ACTIVO
294cc9a2-9c1d-405d-bd54-ab663ea90455,182,49518,3961.44,Naranjito,Carlos,fac2373a-0cfc-455a-b948-fe53999d501b,Equipo 1,Playa Arenas,0,Marinella,3,VILLA,ACTIVO
9c3bf05f-d290-44b6-b256-fd0951175321,76,246564,19725.12,Guayaquil,Maria Carmen,bfab8851-8315-4f5f-adba-fa1e34dc918b,Equipo 1,Playa Arenas,3,Isola,1,DEPARTAMENTO,ACTIVO
f655913f-3c89-4bf9-8e64-7c77fa39adf8,110,135201,18928.14,Machala,Juan Carlos,10efd6db-78b5-4e47-b759-5981b4f85a7b,Equipo 3,Parque Azul,4,Notte,3,VILLA,ACTIVO
c130647e-2d0b-4309-a9a1-a06c5a6f7e66,109,213998,29959.72,Machala,Carlos,ba35b2c7-c8fe-4597-a5fb-0ed328240456,Equipo 3,Ciudad Celeste,1,Notte,1,DEPARTAMENTO,ACTIVO
dc4515f0-5294-4ab6-b90b-d0243dff5721,141,80597,8059.7,Naranjito,Maria Jose,bc181202-8262-431c-a953-5c98cdb46d77,Equipo 3,Parque Azul,2,Notte,2,DEPARTAMENTO,ACTIVO
6f14762b-4b88-4b7c-8b48-3cf649b05911,100,247917,29750.04,Naranjito,Maria Fernanda,51546487-46fa-47df-876f-45077f80b43d,Equipo 2,Ciudad Celeste,2,Notte,1,VILLA,ACTIVO
58c6d02b-bdfe-4f27-9f98-798599eb594a,96,183290,23827.7,Quito,Maria Fernanda,493cd9dc-9634-4c61-9440-d4920340fe67,Equipo 3,Parque Azul,3,Isola,2,DEPARTAMENTO,ACTIVO
13bd9163-f43c-4fd4-a952-8b20055e9532,120,204854,20485.4,Machala,Juan Carlos,b464271b-de4b-4bce-88f0-d7eb7eae3983,Equipo 1,Parque Azul,4,Spiaggia,2,DEPARTAMENTO,ACTIVO
acb6867a-fa27-4d55-a807-fbf8743d1001,200,53700,7518,Guayaquil,Maria Jose,7abf6b24-3214-4658-a045-0a19ab3e3e91,Equipo 1,Ciudad Celeste,4,Notte,1,VILLA,ACTIVO
0a34d357-8a57-44e4-b4b6-3289ac91e5eb,85,140873,18313.49,Guayaquil,Maria Carmen,981da21e-0add-43cb-957d-2b0371dc3591,Equipo 3,Ciudad Celeste,1,Acqua,2,DEPARTAMENTO,ACTIVO
e895ad26-999a-462a-afa9-d624a3ae8cdb,171,230797,20771.73,Naranjito,Miguel Angel,fadf233e-b675-4015-b133-99096b77cce2,Equipo 1,Parque Azul,5,Notte,2,VILLA,ACTIVO
79a575b4-0405-4492-9f96-88f7b904d66f,46,162179,11352.53,Machala,Miguel Angel,f408cc05-085a-4381-ac1e-1e4d12d58e3e,Equipo 3,Playa Arenas,0,Notte,3,VILLA,ACTIVO
1c7dc42e-3959-458a-b2b2-70ab33252685,64,16009,2241.26,Cuenca,Juan Carlos,dc0a41fa-8874-43cf-802b-793d8cb0c022,Equipo 2,Parque Azul,3,Ventto,1,DEPARTAMENTO,ACTIVO
